ID,Entity,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,MainSentiment,Emotion,Cleaned_Text,Sentiment_Score,Sentiment_Predicted
314,NBA2K," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",jealous,12-12-2019 17:00, VenomousHeart ,Twitter, #Jealous #HeartOfDiscontent ,16,32, Australia ,2019,12,12,17,Other,Jealous,jealousy venom seeps vein poisoning heart turning breeding ground discontent,-0.2263,Negative
315,Dota24," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",devastated,20-05-2022 14:50, FragileTrust ,Instagram, #Devastated #ShatteredTrust ,25,50, Canada ,2022,5,20,14,Other,Devastated,devastated revelation betrayal trust shattered like fragile glass leaving shard pain wake,-0.8555,Negative
316,PlayStation5(PS5)," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",frustrated,03-09-2020 12:15, BrokenThreads ,Facebook, #Frustrated #SlippingThreads ,14,28, UK ,2020,9,3,12,Other,Frustrated,frustrated attempt mend broken connection thread understanding slipping finger like grain sand,-0.6124,Negative
317,WorldOfCraft," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",envious,10-02-2021 19:30, SuccessPill ,Twitter, #Envious #BitterPill ,20,40, USA ,2021,2,10,19,Other,Envious,envious gaze cast upon podium success bitter pill swallowed taste lingering constant reminder unattained height,-0.0516,Negative
318,Google," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",dismissive,18-08-2018 14:40, CurtainShield ,Instagram, #Dismissive #IndifferencePerformance ,12,24, Australia ,2018,8,18,14,Other,Dismissive,dismissive gesture curtain drawn shield vulnerability stage emotion take backseat performance indifference,-0.2732,Negative
319,Facebook," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",despair,28-02-2022 21:00, FoggyLabyrinth ,Facebook, #Despair #LabyrinthOfHopelessness ,8,16, Canada ,2022,2,28,21,Negative,Despair,despair like heavy fog enveloping every thought blurring path ahead journey labyrinth utter hopelessness,-0.6361,Negative
320,Microsoft," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",bitterness,15-10-2019 10:30, IcyResentment ,Twitter, #Bitterness #IciclesOfResentment ,15,30, UK ,2019,10,15,10,Negative,Bitterness,bitterness bitter chill air freezing moment icicle resentment dangle precariously landscape memory,-0.8316,Negative
321,ApexLegends," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",loneliness,01-12-2017 18:50, SolitaryMoon ,Instagram, #Loneliness #StarlessSky ,18,36, USA ,2017,12,1,18,Negative,Loneliness,loneliness solitary moon starless sky casting cold glow landscape isolation echo bounce empty space,-0.743,Negative
322,FIFA," Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",yearning,18-04-2020 16:15, VanishedSunset ,Facebook, #Yearning #HuesOfSunset ,10,20, Australia ,2020,4,18,16,Other,Yearning,yearning warmth vanished sun heartache painted hue sunset never graced horizon,0.428,Positive
323,Borderlands," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",fearful,07-01-2023 3:30, NightPrisoner ,Twitter, #Fearful #LurkingMonsters ,18,36, India ,2023,1,7,3,Other,Fearful,fearful eye scanning shadow prisoner night terrorized lurking monster born mind darkest corner,-0.9382,Negative
324,CallOfDutyBlackopsColdWar," Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",apprehensive,10-06-2021 10:00, WindWhisperer ,Instagram, #Apprehensive #StormOfDoubt ,14,28, Canada ,2021,6,10,10,Other,Apprehensive,apprehensive whisper wind forecast uncertainty mind weather vane spinning wildly storm doubt,-0.5994,Negative
325,Amazon," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",overwhelmed,22-02-2020 15:20, MazeExplorer ,Facebook, #Overwhelmed #MinotaurOfPressure ,22,44, USA ,2020,2,22,15,Other,Overwhelmed,overwhelmed maze expectation minotaur pressure lurking labyrinth waiting devour spirit resilience,-0.2023,Negative
326,Overwatch," Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",jealous,17-03-2018 14:45, WoundedGarden ,Twitter, #Jealous #BloomingAchievements ,16,32, UK ,2018,3,17,14,Other,Jealous,jealousy festering wound pain intensifying glance garden others achievement blooming beyond fence,-0.6808,Negative
327,Xbox(Xseries)," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",devastated,28-10-2022 11:15, RuinedHeart ,Instagram, #Devastated #EchoesOfShatteredDreams ,25,50, Australia ,2022,10,28,11,Other,Devastated,devastated heart ruin echo shattered dream reverberating chamber requiem wa whole,-0.6908,Negative
328,NBA2K," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",frustrated,01-11-2020 12:30, KnotUntangler ,Facebook, #Frustrated #LabyrinthOfMiscommunication ,14,28, India ,2020,11,1,12,Other,Frustrated,frustrated attempt untangle knot confusion thread understanding slipping labyrinth miscommunication,-0.6808,Negative
329,Dota25," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",envious,15-01-2021 22:10, ElusiveKeys ,Twitter, #Envious #DesireForKeys ,20,40, USA ,2021,1,15,22,Other,Envious,envious eye locked treasure chest opportunity heartache fueled desire key seem forever elusive,0.6808,Positive
330,PlayStation5(PS5)," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",dismissive,18-08-2018 14:00, IndifferentFort ,Instagram, #Dismissive #IndifferencePerformance ,12,24, Australia ,2018,8,18,14,Other,Dismissive,dismissive gesture curtain drawn shield vulnerability stage emotion take backseat performance indifference,-0.2732,Negative
331,WorldOfCraft," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",frustrated,07-01-2022 11:10, DreamMosaic ,Twitter, #Frustrated #MosaicOfDisappointment ,15,30, Canada ,2022,1,7,11,Other,Frustrated,shattered dream lie floor like fragment glass mosaic disappointment crafted hand frustration,-0.4215,Negative
332,Google," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",loneliness,19-09-2019 3:30, NocturnalEcho ,Facebook, #Loneliness #SolitaryNocturne ,18,36, Australia ,2019,9,19,3,Negative,Loneliness,loneliness silent companion night echo chamber solitude heart solitary nocturne,0.34,Positive
333,Facebook,Awe-struck by the breathtaking sunrise over the mountains.      ,awe,03-04-2022 6:15, NatureAdmirer  ,Instagram, #Awe #BreathtakingSunrise                   ,28,55, USA               ,2022,4,3,6,Other,Awe,awestruck breathtaking sunrise mountain,0.4588,Positive
334,Microsoft,Navigating through the challenges with determination.          ,determination,12-10-2023 10:30, GoalPursuer    ,Twitter, #Determination #Challenges                  ,15,30, Canada            ,2023,10,12,10,Other,Determination,navigating challenge determination,0.4588,Positive
335,ApexLegends,Nostalgia hits while flipping through an old photo album.     ,nostalgia,28-06-2019 19:00, MemoryLane     ,Facebook, #Nostalgia #OldMemories                     ,22,45, UK                ,2019,6,28,19,Other,Nostalgia,nostalgia hit flipping old photo album,0.0,Neutral
336,FIFA,Thrilled to witness the grandeur of a cultural festival.       ,thrill,15-09-2020 14:45, CultureEnthusiast ,Instagram, #Thrill #CulturalCelebration              ,40,80, India              ,2020,9,15,14,Other,Thrill,thrilled witness grandeur cultural festival,0.8591,Positive
337,Borderlands,Calmness found in the rhythm of raindrops on the windowpane.   ,calmness,08-11-2017 21:20, RainWatcher    ,Twitter, #Calmness #RainyDays                        ,18,35, Australia          ,2017,11,8,21,Neutral,Calmness,calmness found rhythm raindrop windowpane,0.4019,Positive
338,CallOfDutyBlackopsColdWar,Overwhelmed by the support received during a personal challenge.,overwhelmed,20-05-2021 17:30, PersonalJourney ,Facebook, #Overwhelmed #SupportiveCommunity          ,25,50, USA               ,2021,5,20,17,Other,Overwhelmed,overwhelmed support received personal challenge,0.4939,Positive
339,Amazon,Excitement builds as the countdown to a long-awaited vacation begins. ,excitement,10-01-2023 12:00, VacationDreamer ,Instagram, #Excitement #VacationCountdown        ,30,60, France            ,2023,1,10,12,Positive,Excitement,excitement build countdown longawaited vacation begin,0.4939,Positive
340,Overwatch,"Reflecting on life's journey, grateful for the lessons learned. ",gratitude,05-12-2018 8:45, LifeLearner   ,Twitter, #Gratitude #LifeLessons                    ,35,70, Brazil            ,2018,12,5,8,Positive,Gratitude,reflecting life journey grateful lesson learned,0.4588,Positive
341,Xbox(Xseries),Bittersweet emotions arise while bidding farewell to a dear friend. ,bittersweet,15-03-2020 18:30, FarewellSender ,Instagram, #Bittersweet #Farewell                     ,20,40, Japan             ,2020,3,15,18,Other,Bittersweet,bittersweet emotion arise bidding farewell dear friend,0.6705,Positive
342,NBA2K,Curiosity sparked by exploring a mysterious ancient ruin.      ,curiosity,22-08-2016 15:10, HistoryExplorer ,Facebook, #Curiosity #AncientDiscovery          ,18,35, Greece            ,2016,8,22,15,Neutral,Curiosity,curiosity sparked exploring mysterious ancient ruin,-0.5859,Negative
343,Dota26,Admiration for the intricate details of a handcrafted masterpiece. ,admiration,20-08-2019 16:00, CraftEnthusiast ,Instagram, #Admiration #HandcraftedArt               ,25,50, USA               ,2019,8,20,16,Positive,Admiration,admiration intricate detail handcrafted masterpiece,0.8481,Positive
344,PlayStation5(PS5),Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,overjoyed,08-12-2021 19:30, WinterLover     ,Twitter, #Overjoyed #WinterWarmth                  ,18,35, Canada            ,2021,12,8,19,Other,Overjoyed,overjoyed warmth cozy fireplace winter evening,0.7717,Positive
345,WorldOfCraft,Inspiration strikes while observing the colors of a vibrant sunset.,inspiration,10-06-2020 20:45, SunsetWatcher   ,Instagram, #Inspiration #ColorfulSunset             ,30,60, UK                ,2020,6,10,20,Other,Inspiration,inspiration strike observing color vibrant sunset,0.743,Positive
346,Google,Motivated to achieve fitness goals after an invigorating workout.  ,motivation,28-02-2022 7:15, FitnessJunkie   ,Facebook, #Motivation #FitnessGoals                 ,40,80, Australia          ,2022,2,28,7,Other,Motivation,motivated achieve fitness goal invigorating workout,0.802,Positive
347,Facebook,Gratitude for the simple joys found in a cup of morning coffee.    ,gratitude,15-04-2017 8:00, CoffeeLover     ,Twitter, #Gratitude #MorningCoffee                 ,22,45, India             ,2017,4,15,8,Positive,Gratitude,gratitude simple joy found cup morning coffee,0.7964,Positive
348,Microsoft,Feeling empowered after conquering a challenging hiking trail.     ,empowerment,05-09-2018 14:20, HikingExplorer  ,Instagram, #Empowerment #HikingAdventure             ,35,70, USA               ,2018,9,5,14,Other,Empowerment,feeling empowered conquering challenging hiking trail,0.2732,Positive
349,ApexLegends,Amused by the antics of playful kittens during playtime.           ,amusement,22-10-2022 12:45, KittyObserver   ,Facebook, #Amusement #PlayfulKittens               ,15,30, Canada            ,2022,10,22,12,Other,Amusement,amused antic playful kitten playtime,0.6908,Positive
350,FIFA,Contemplating life's mysteries under the starry night sky.         ,contemplation,02-07-2016 23:30, Stargazer       ,Twitter, #Contemplation #StarryNight               ,28,55, UK                ,2016,7,2,23,Other,Contemplation,contemplating life mystery starry night sky,0.0,Neutral
351,Borderlands,Joyful reunion with long-lost friends after years of separation.   ,joyfulreunion,18-11-2020 17:10, FriendshipRenewal ,Instagram, #JoyfulReunion #Friendship               ,20,40, India             ,2020,11,18,17,Other,Joyfulreunion,joyful reunion longlost friend year separation,0.7964,Positive
352,CallOfDutyBlackopsColdWar,Excitement builds while preparing for a surprise celebration.     ,excitement,05-03-2023 15:00, CelebrationPlanner ,Facebook, #Excitement #SurpriseCelebration         ,30,60, Australia          ,2023,3,5,15,Positive,Excitement,excitement build preparing surprise celebration,0.6486,Positive
353,Amazon,Satisfaction derived from successfully completing a DIY project.  ,satisfaction,01-12-2015 11:30, DIYEnthusiast   ,Twitter, #Satisfaction #DIYProject                 ,25,50, USA               ,2015,12,1,11,Other,Satisfaction,satisfaction derived successfully completing diy project,0.7269,Positive
354,Overwatch,Feeling blessed for the supportive community in times of need.    ,blessed,10-09-2021 9:45, CommunityHelper ,Instagram, #Blessed #SupportiveCommunity            ,18,35, UK                ,2021,9,10,9,Other,Blessed,feeling blessed supportive community time need,0.765,Positive
355,Xbox(Xseries),Captivated by the serenity of a tranquil garden in full bloom.     ,serenity,12-05-2018 14:20, GardenEnthusiast ,Facebook, #Serenity #TranquilGarden                ,22,45, Canada            ,2018,5,12,14,Positive,Serenity,captivated serenity tranquil garden full bloom,0.4215,Positive
